a,b
0.740740741,0.8
0,0.666666667
0,0.8
0.533333333,0.333333333
0,0.692307692
0,0.722222222
0.393939394,0.75
0.32,0.692307692
0,0.4
0,0.111111111
0,0.636363636
0.454545455,0.655172414
0,0.583333333
0,0.857142857
0,0.769230769
0,0.818181818
0,0.578947368
0.181818182,0.470588235
0,0.5
0,0.576923077
0,0.5
0,0.545454545
0,0.545454545
0,0.8
0,0.8125
0,0.636363636
0,0.9
0,0.64
0,0.80952381
0,0.54
0.176470588,0.875
0,0.4
0.285714286,0.727272727
0,0.454545455
0,0.53125
0.833333333,0.85
0.409090909,0.764705882
0,0.88
0.933333333,0.909090909
0,0.842105263
0.305555556,0.222222222
0,0.75
0,0.75
0,0.733333333
0.75,0.544
0,0.782608696
0.294117647,0.857142857
0,0.727272727
0,0.3
0.3,0.857142857
0,0.85
0,0.785714286
0,0.542857143
0.65625,0.64556962
0,0.833333333
0,0.625
0,0.578947368
0.673913043,0.285714286
0.777777778,0.666666667
0,0.666666667
0.4375,0.7
0.636363636,0.475
0,0.727272727
0,0.857142857
0,0.782608696
0,0.833333333
0,0.470588235
0,0.8
0,1
0,0.95
0.675675676,0.642857143
0,0.666666667
0,0.6
0.181818182,0.714285714
0,0.863636364
0.636363636,1
0,0.352941176
0.625,0.8
0,0.909090909
0,0.84
0.56,0.9
0,0.785714286
0,0.722222222
0,0.882352941
0.482142857,0.4
0,0.538461538
0,0.631578947
0,0.684210526
0.125,0.4
0,0.923076923
0,0.6
0,0.875
0.4,0.576923077
0,0.666666667
0,0.6
0,0.666666667
0,0.333333333
0.678571429,1
0,0.588235294
0.5,1
0.5625,0.866666667
0,0.703703704
0,0.619047619
0,0.8
0,0.585365854
0,1
0,0.75
0,0.882352941
0,0.772727273
0.304347826,0.529411765
0.54,0.652173913
0,0.818181818
0.117647059,1
0.625,0.821428571
0.148148148,0.826086957
0,0.941176471
0,0.307692308
0,0.727272727
0.1875,1
0,0.846153846
0.538461538,0.666666667
0,0.941176471
0.181818182,1
0,0.705882353
0,0.638888889
0.375,0.947368421
0.529411765,0.869565217
0,0.176470588
0.611111111,0.25
0,0.7
0,0.846153846
0.457142857,0.727272727
0,0.846153846
0.318181818,0.733333333
0,0.933333333
0,0.95
0,0.333333333
0.540540541,0.583333333
0,0.533333333
0,0.866666667
0.4,0.5
0.388888889,0.285714286
0,0.564102564
0.181818182,0.636363636
0.148148148,0.791666667
0,0.818181818
0.25,0.666666667
0,0.941176471
0.357142857,0.666666667
0.204081633,0.695652174
0,0.928571429
0,0.461538462
0,0.7
0,0.625
0,0.8125
0.181818182,0.823529412
0.473684211,0.615384615
0,0.548387097
0,0.666666667
0,1
0,0.714285714
0,0.642857143
0,0.464285714
0,0.736842105
0.56,0.625
0.428571429,0.583333333
0.428571429,0.8
0,0.9
0.565217391,0.666666667
0,0.636363636
0,0.666666667
0,0.526315789
0,0.181818182
0,0.848484848
0,0.777777778
0.56097561,0.625
0,0.923076923
0,0.676470588
0,0.526315789
0,0.517241379
0.115384615,0.791666667
0,0.4
0,0.75
0,1
0.5,0.785714286
0.428571429,0.6
0,0.725806452
0.566666667,0.777777778
0,0.523809524
0,0.722222222
0.259259259,0.777777778
0.7,0.916666667
0,0.6875
0,0.619047619
0,0.333333333
0,0.666666667
0,0.642857143
0,0.851851852
0.428571429,0.111111111
0,0.538461538
0,0.75
0,0.866666667
0.714285714,0.5
0.294117647,0.743589744
0,0.777777778
0.188679245,0.833333333
0,0.666666667
0,0.583333333
0,0.75
0,0.777777778
0.405405405,0.725490196
0,0.8
0.107142857,0.6
0.586206897,0.730769231
0,0.266666667
0,0.2
0,0.3
0.5,0.590909091
0,0.833333333
0,0.842105263
0.090909091,0.730769231
0,0.785714286
0.636363636,0.789473684
0,0.6
0,0.789473684
0,0.75
0,1
0.161290323,0.75
0.444444444,0.916666667
1,0.846153846
0,0.84
0,0.944444444
0,0.95
0.272727273,0.461538462
0.37037037,0.076923077
0,0.818181818
0.370967742,0.7
0.428571429,0.333333333
0.56,0.736842105
0,0.64
0,0.888888889
0,0.916666667
0,0.529411765
0,0.673469388
0,0.714285714
0,0.965517241
0.692307692,0.857142857
0.857142857,0.818181818
0.617647059,1
0.611111111,0.714285714
0,0.642857143
0,0.363636364
0,0.75
0,0.789473684
0.53125,0.736842105
0,0.652173913
0,0.818181818
0,0.470588235
0,0.846153846
0.826086957,0.64
0,0.833333333
0.681818182,0.580645161
0.416666667,0.785714286
0,0.545454545
0,0.8125
0,0.564102564
0,0.307692308
0,0.647058824
0.346153846,0.714285714
0,0.625
0,0.538461538
0,0.8
0,0.769230769
0,0.333333333
0,0.9
0,0.777777778
0.464285714,0.8125
0,0.666666667
0.481481481,0.64516129
0,0.666666667
0,0.833333333
0.666666667,0.684210526
0.450980392,0.611111111
0,0.571428571
0,0.631578947
0,0.235294118
0,0.47826087
0,0.705882353
0,0.655172414
0.428571429,0.666666667
0,0.84
0,0.538461538
0.6,0.791666667
0,0.294117647
0,0.733333333
0.032258065,0.454545455
0,0.652173913
0.740740741,0.55
0,0.875
0,0.588235294
0,0.382352941
0,1
0.157894737,0.634146341
0.231884058,0.65
0,0.5
0,0.8125
0,0.666666667
0,0.7
0.772727273,0.8125
0,0.4
0.674418605,0.833333333
0.722222222,1
0,0.571428571
0,0.774193548
0,0.736842105
0,0.846153846
0,0.947368421
0.083333333,0.777777778
0.272727273,0.714285714
0,0.25
0,0.222222222
0,0.545454545
0,0.814814815
0,0.666666667
0,0.8125
0.611111111,0.8
0,0.6
0,0.863636364
0,0.545454545
0.529411765,0.615384615
0.578947368,0.785714286
0.6,0.1
0,0.692307692
0,0.92
0,0.708333333
0.595744681,0.6
0.461538462,0.357142857
0,0.571428571
0.428571429,0.647058824
0,0.95
0.4375,0.818181818
0,0.25
0,1
0,0.8
0,0.47826087
0.294117647,0.88
0,0.446428571
0,0.818181818
0,0.9375
0,0.8
0,0.933333333
0,0.833333333
0,0.875
0,1
0,0.352941176
0,0.466666667
0,0.764705882
0,0.875
0,0.763157895
0.388888889,0.416666667
0,0.764705882
0.375,0.818181818
0,0.363636364
0,0.590909091
0,0.620689655
0,0.6
0.411764706,0.416666667
0.272727273,0.772727273
0,0.68
0.19047619,0.740740741
0,0.642857143
0,0.5
0,0.866666667
0,0.157894737
0,1
0.157894737,0.64
0,0.710526316
0.510638298,0
0,0.727272727
0,0.578947368
0,0.666666667
0,0.777777778
0,0.571428571
0.619047619,0.5
0,0.7
0,0.827586207
0,0.961538462
0.8,0.647058824
0,0.8
0,0.909090909
0.833333333,0.8
0,0.333333333
0,0.705882353
0.21875,0.625
0,0.75
0,0.862068966
0.44,0.727272727
0,0.692307692
0,0.555555556
0,0.903225806
0,0.64
0,0.454545455
0,0.862068966
0,0.470588235
0,0.714285714
0.4375,0.647058824
0,0.7
0,0.733333333
0,0.763157895
0,0.5
0,0.315789474
0,0.793103448
0,1
0.615384615,0.692307692
0,0.928571429
0,0.448275862
0,0.529411765
0.863636364,0.8
0.5,0.555555556
0,0.923076923
0,0.933333333
0.75862069,0.896551724
0,0.772727273
0,0.75
0,0.791666667
0,1
0,0.730769231
0.571428571,0.84
0,0.666666667
0.75,0.62962963
0,0.5
0,0.75
0,0.714285714
0,0.566037736
0,0.85
0,0.5
0,0.2
0.514285714,0.9
0,0.769230769
0,0.818181818
0,0.774193548
0.416666667,0.235294118
0,0.923076923
0,0.666666667
0.666666667,0.470588235
0,0.333333333
0,0.714285714
0.647058824,0.666666667
0,0.789473684
0.652173913,0.9375
0.696969697,0.888888889
0,0.827586207
0,0.923076923
0.9,0.636363636
0,0.727272727
0.5625,0.8
0,0.482758621
0,0.411764706
0,0.833333333
0,0.714285714
0,0.642857143
0,0.5
0.714285714,0.6875
0.434782609,0.3
0.5,0.714285714
0,0.92
0,0.666666667
0,0.941176471
0.365853659,0.666666667
0,0.75
0,0.886363636
0,0.625
0.5625,0.833333333
0.529411765,0.8125
0.266666667,0.742857143
0,0.722222222
0,0.55
0,0.692307692
0.8,0.947368421
0,0.583333333
0.710144928,0.714285714
0,0.769230769
0.555555556,0.727272727
0.4,0.409090909
0,0.694444444
0.25,0.571428571
0.315789474,0.857142857
0.25,0.96
0,0.416666667
0,0.888888889
0,0.461538462
0,0.777777778
0.5,0.846153846
0,0.5625
0,0.966666667
0,0.416666667
0.355932203,0.944444444
0,0.84
0.17,0.769230769
0,0.413793103
0.941176471,0.821428571
0.176470588,0.565217391
0,0.777777778
0,0.818181818
0.525,0.526315789
0,0.870967742
0.586956522,0.764705882
0.545454545,0.875
0,0.678571429
0.695652174,0.833333333
0.933333333,0.827586207
0.571428571,0.911111111
0,0.6
0.882352941,0.666666667
0.709677419,0.75
0.411764706,1
0.363636364,0.8
0,0.545454545
0,0.375
0.642857143,0.727272727
0.538461538,0.958333333
0.625,0.826086957
0,0.75
0.152173913,0.75
0,0.631578947
0,0.466666667
0.8,0.588235294
0.655172414,0.730769231
0.464285714,0.821428571
0,1
0.426470588,0.772727273
0.638888889,0.569230769
0.571428571,0.666666667
0.666666667,0.888888889
0,0.842105263
0.705882353,0.8
0.461538462,0.923076923
0.333333333,0.789473684
0,0.416666667
0,0.5
0,0.736842105
0,0.8
0.461538462,0.789473684
0,0.777777778
0.578947368,0.320754717
0,0.846153846
0,0.846153846
0.407407407,0.727272727
0.689655172,0.733333333
0,0.571428571
0.285714286,0.923076923
0,0.777777778
0.666666667,0.730769231
0.8,0.548387097
0.153846154,0.5
0.428571429,0.833333333
0,0.727272727
0,0.875
0,0.826086957
0,0.692307692
0.722222222,0.866666667
0,0.821428571
0.411764706,0.575
0,0.8
0.444444444,0.785714286
0.333333333,0.333333333
0.705882353,0.9
0.382352941,0.666666667
0.681818182,0.88
0.058823529,0.833333333
0,0.5625
0.652173913,0.869565217
0.285714286,0.823529412
0,0.733333333
0.484848485,0.75
0.5,0.583333333
0.541666667,0.8
0,0.9375
0.421052632,0.6875
0,0.736842105
0,0.923076923
0,0.875
0,0.605263158
0.64516129,0.904761905
0,0.6
0,0.944444444
0,0.705882353
0,0.647058824
0.5,0.727272727
0.529411765,0.875
0.555555556,0.722222222
0.571428571,0.352941176
0,0.837209302
0.5,1
0.727272727,0.690909091
0.75,0.722222222
0.793103448,0.833333333
0,0.222222222
0,0.2
0.222222222,0.837837838
0,0.333333333
0,0.625
0,0.9
0.422680412,0.676470588
0.75,0.764705882
0,0.791666667
0.653846154,0.541666667
0,0.75
0,0.75
0,0.714285714
0.533333333,0.8
0,0.964285714
0,0.5
0.5,0.769230769
0.625,0.65
0,0.95
0,0.352941176
0.833333333,0.947368421
0,0.818181818
0.357142857,0.833333333
0,0.125
0.7,0.254545455
0,0.685185185
0.810810811,1
0,0.941176471
0,0.80952381
0.529411765,0.454545455
0,0.3
0,0.642857143
0,1
0,0.75
0.625,0.685714286
0.818181818,0.75
0.814814815,0.84
0,0.837209302
0,0.9
0,0.25
0,0.816326531
0,0.580645161
0.7,0.722222222
0,0.875
0,0.425531915
0,0.777777778
0,0.666666667
0.789473684,0.611111111
0,0.769230769
0.333333333,0.6
0,0.533333333
0,0.866666667
0,0.5
0,0.913043478
0.538461538,0.833333333
0,0.777777778
0,0.7
0,0.75
0,0.789473684
0,0.909090909
0.647058824,0.8125
0,0.555555556
0,0.6875
0.611111111,0.916666667
0.636363636,0.636363636
0.558823529,0.727272727
0.5,0.741935484
0.592592593,0.714285714
0,0.722222222
0,0.941176471
0,0.6
0,0.8
0,0.954545455
0,0.571428571
0.555555556,0.863636364
0,0.714285714
0.75,0.739130435
0.789473684,0.666666667
0,0.666666667
0.3125,0.909090909
0,0.733333333
0.555555556,0.88
0,0.710526316
0,0.863636364
0.5,0
0,0.846153846
0,0.789473684
0,0.8
0,0.613636364
0.444444444,0.730769231
0,0.615384615
0.1,0.642857143
0.6875,0.448275862
0.454545455,0.1
0.384615385,0.666666667
0.791666667,0.882352941
0.423076923,0.724137931
0,0.529411765
0,0.636363636
0.4,0.545454545
0.625,0.625
0.0625,0.5
0,0.8
0.4,0.84
0.272727273,0.636363636
0,0.764705882
0.526315789,0.896551724
0.678571429,0.736842105
0.642857143,0.913043478
0.473684211,0.6
0,0.846153846
0.181818182,0.692307692
0,0.6875
0,0.722222222
0.4,0.892857143
0,0.923076923
0,0.818181818
0.5,0.833333333
0,1
0.47826087,0.833333333
0.555555556,0.909090909
0.583333333,0.583333333
0.944444444,0.882352941
0.5,0.6
0.4,0.916666667
0.55,0.705882353
0,0.777777778
0,1
0,0.941176471
0,0.818181818
0.571428571,0.777777778
0,0.5
0.642857143,0.409090909
0.071428571,0.666666667
0.55,0.894736842
0.533333333,0.4
0.588235294,0.726027397
0,0.857142857
0,0.535714286
0,0.6
0,0.833333333
0.833333333,0.555555556
0.545454545,0.818181818
0.4,0.692307692
0.357142857,0.551724138
0.5,0.647058824
0.585365854,0.5625
0.5625,0.777777778
0,0.739130435
0,0.909090909
0,0.857142857
0.6,0.7
0,0.821428571
0.631578947,0.8
0,0.846153846
0,0.88
0.5,0.9
0.892857143,0.578947368
0,0.857142857
0,0.636363636
0,0.909090909
0,0.75862069
0,0.846153846
0.042553191,0.772727273
0,0.692307692
0,0.571428571
0,0.666666667
0,0.555555556
0,0.727272727
0.5,0.852941176
0,0.9375
0,0.844444444
0.393939394,0.714285714
0.68,0.777777778
0.47826087,0.875
0,0.846153846
0.71875,0.6875
0,0.75
0.571428571,0.384615385
0,0.5
0,0.875
0,0.777777778
0,0.590909091
0,0.933333333
0.785714286,0.8125
0,0.7
0,0.666666667
0.5,0.64516129
0,0.555555556
0,0.555555556
0,0.4
0,0.857142857
0,0.866666667
0.178571429,0.9
0.571428571,0.866666667
0,0.785714286
0.653061224,0.3125
0,0.5
0,0.866666667
0,1
0.695652174,0.583333333
0.5,0.571428571
0,0.777777778
0,1
0,0.692307692
0.75,0.666666667
0,0.722222222
0,0.75
0,0.9
0.434782609,0.76
0,0.682926829
0,0.666666667
0,0.8
0.736842105,0.857142857
0.785714286,0.904761905
0,0.642857143
0,0.823529412
0,0.533333333
0,0.631578947
0,0.923076923
0,0.888888889
0,0.789473684
0.391304348,0.8
0,0.473684211
0,0.958333333
0,0.769230769
0,0.789473684
0,0.818181818
0,0.764705882
0,0.774193548
0.619047619,0.823529412
0,0.5
0.516129032,0.5
0,0.666666667
0.606060606,0.272727273
0.785714286,0.72
0,0.875
0,0.75
0.25,1
0,0.22
0,0.363636364
0,0.736842105
0,0.545454545
0.515151515,0.545454545
0,0.741935484
0,0.086956522
0,0.666666667
0.637931034,0.777777778
0,0.647058824
0,0.617647059
0.461538462,0.875
0.5,0.8
0.875,0.714285714
0,0.727272727
0,0.846153846
0,0.725490196
0.3125,0.92
0,0.9
0.961538462,0.923076923
0.260869565,0.722222222
0,0.736842105
0,0.727272727
0,0.818181818
0.555555556,0.772727273
0,0.625
0,1
0.473684211,0.904761905
0,0.25
0,0.857142857
0,0.681818182
0,0.777777778
0,0.823529412
0,0.84
0,0.80952381
0.8125,0.823529412
0.642857143,0.694444444
0.45,0.8
0,0.5
0,0.689655172
0,0.8
0,0.8
0.358974359,0.823529412
0,0.631578947
0,0.8
0,0.5
0,0.692307692
0,0.714285714
0,0.733333333
0,0.576923077
0,0.75
0,0.722222222
0,0.696969697
0,0.666666667
0.764705882,0.444444444
0,0.777777778
0,0.769230769
0,0.6875
0,0.933333333
0.375,0.806451613
0.757575758,0.52173913
0,0.75
0.777777778,0.692307692
0,0.625
0,0.666666667
0,0.666666667
0,0.7
0.846153846,0.818181818
0.705882353,0.785714286
0.375,0.785714286
0.666666667,0.8125
0,0.736842105
0.357142857,0.785714286
0,0.071428571
0.34375,0.769230769
0,0.885714286
0,0.933333333
0.684210526,0.578947368
0,0.782608696
0,0.894736842
0,1
0,0.705882353
0,0.916666667
0.733333333,0.684210526
0,0.666666667
0,0.75
0,0.75862069
0,0.75
0,1
0,0.846153846
0.375,0.764705882
0,0.829787234
0.652173913,0.75
0.27184466,0.833333333
0,0.904761905
0,0.833333333
0,0.75
0,0.666666667
0,0.727272727
0.483870968,0.888888889
0,0.545454545
0,0.833333333
0,0.677419355
0.8,0.875
0,0.388888889
0.641025641,0.5
0,0.642857143
0,0.714285714
0.304347826,0.65
0,0.777777778
0.720930233,0.75
0.588235294,0.769230769
0,0.588235294
0.4,0.777777778
0.631578947,0.971428571
0.818181818,0.909090909
0.678571429,0.846153846
0,0.8
0,0.903225806
0,0.692307692
0,0
0.125,0.931034483
0.380952381,0.866666667
0.5625,0
0,0.745762712
0,0.818181818
0,0.125
0,0.736842105
0,0.666666667
0.764705882,0.705882353
0,0.736842105
0,0.607142857
0.555555556,0.75
0,0.888888889
0.666666667,0.5
0,0.777777778
0,0.777777778
0.093023256,0.362318841
0,0.823529412
0,0.727272727
0.75,0.647058824
0,0.592592593
0,0.6
0,0.615384615
0,0.923076923
0.23759542,0.928571429
0,0.961538462
0,1
0.458333333,0.642857143
0,0.814814815
0,0.72
0,0.789473684
0,0.692307692
0.538461538,0.785714286
0.222222222,0.75862069
0.363636364,0.636363636
0.2,0.714285714
0,0.761904762
0.4,0.333333333
0,0.727272727
0.366666667,0.9
0.294117647,1
0,0.666666667
0.142857143,0.677419355
0.454545455,0.704545455
0,0.818181818
0.142857143,0.818181818
0.583333333,0.952380952
0.538461538,0.9
0.090909091,0.72
0.666666667,0.793103448
0.153846154,0.571428571
0.307692308,0.888888889
0,0.461538462
0.444444444,0.923076923
0,0.72972973
0,0.714285714
0.375,0.833333333
0.222222222,0.833333333
0.166666667,0.125
0.1875,0.666666667
0.066666667,0.884615385
0.25,0.526315789
0.347826087,0.777777778
0.652173913,0.596491228
0,0.6875
0.333333333,0.944444444
0.25,0.866666667
0.261904762,0.739130435
0.1,0.75
0.333333333,0.68
0.230769231,0.285714286
0.058823529,0.85
0,0.727272727
0,0.823529412
0,0.578947368
0.181818182,0.315789474
0.166666667,0.875
0.2,0.333333333
0.8125,0.6
0.083333333,0.125
0.090909091,0.909090909
0,0.642857143
0,0.823529412
0.842105263,0.857142857
0.538461538,0.371428571
0.8,0.925
0,1
0,0.642857143
0.636363636,0.272727273
0,0.573170732
0,0.842105263
0.615384615,0.739130435
0,0.454545455
0.5,0.590909091
0.6,0.466666667
0,0.806451613
0.181818182,0.6
0.5625,0.733333333
0.75,0.6
0.181818182,0.222222222
0.4,0.764705882
0.8,0.846153846
0.80952381,0.888888889
0.5,0.833333333
0.166666667,0.846153846
0.2,0.666666667
0.333333333,0.8125
0.6,0.5
0.428571429,0.923076923
0.357142857,0.8
0.818181818,0.6
0.757575758,0.8
0.9375,0.882352941
0.0625,0.923076923
0.764705882,0.818181818
0,0.526315789
0.25,0.538461538
0.823529412,0.588235294
0.842105263,0.788461538
0,0.45
0.625,0.714285714
0.681818182,0.714285714
0.1875,0.764705882
0.647058824,0.818181818
0.111111111,0.5
0.6,0.583333333
0.8125,0.777777778
0.166666667,0.714285714
0.538461538,0.8125
0.272727273,0.529411765
0.444444444,0.5
0.68,0.666666667
0.818181818,0.803030303
0.125,0.166666667
0.4,0.80952381
0.5,0.8
0,0.777777778
0.692307692,0.722222222
0.181818182,0.848484848
0.111111111,0.5
0,0.708333333
0.454545455,0.666666667
0,0.785714286
0.375,0.642857143
0.777777778,0.9
0,0.625
0.530612245,0.272727273
0.695652174,0.75
0.363636364,0.310344828
0.083333333,0.611111111
0.125,0.642857143
0.090909091,0.75
0.538461538,0.789473684
0,0.666666667
0,0.833333333
0.473684211,0.866666667
0.222222222,0.6875
0.363636364,0.818181818
0.076923077,0.666666667
0.782608696,0.882352941
0.466666667,0.619047619
0,0.2
0.65,0.444444444
0.272727273,0.944444444
1,0.807692308
0.090909091,0.705882353
0,0.6875
0.2,0.846153846
0.25,0.923076923
0.363636364,0.789473684
0.388888889,0.714285714
0.6875,0.771428571
0,0.625
0.736842105,0.933333333
0.05,0.833333333
0,0.5
0.2,0.8
0.666666667,0.636363636
0.111111111,0.80952381
0.625,0.75
0.6,0.5
0.083333333,0.647058824
0.763157895,0.666666667
0.7,0.85
0.333333333,0.944444444
0.625,0.217391304
0,1
0,0.916666667
0.363636364,0.866666667
0.615384615,0.416666667
0.769230769,0.631578947
0,0.913043478
0.083333333,0.787878788
0.307692308,0.694444444
0.555555556,0.25
0.25,0.590909091
0.272727273,0.759259259
0.666666667,0.823529412
0,0.947368421
0.307692308,0.863636364
0.357142857,0.733333333
0.2,0.65
0.5,0.769230769
0.090909091,0.454545455
0,0.818181818
0,0.826086957
0.833333333,0.363636364
0,0.875
0,0.823529412
0.166666667,0.714285714
0.416666667,1
0.5,0.823529412
0,0.575757576
0.375,0.666666667
0.444444444,0.25
0.705882353,0.87755102
0.5,0.736842105
0.454545455,0.84
0.076923077,0.88
0.090909091,0.8
0.466666667,0.714285714
0,0.636363636
0.25,0.571428571
0.3,0.875
0,0.666666667
0,0.769230769
0.25,0.692307692
0,0.9
0.272727273,0.833333333
0.25,0.5
0.2,0.6
0.818181818,0.583333333
0,1
0,0.545454545
0.153846154,0.842105263
0.181818182,0.2
0,0.866666667
0,0.941176471
0,0.733333333
0.272727273,0.818181818
0,0.842105263
0,0.785714286
0.333333333,0.702702703
0.111111111,0.5
0.083333333,0.416666667
0,0.5625
0,0.741935484
0,0.791666667
0.071428571,0.818181818
0.272727273,0.25
0,0.630136986
0.083333333,0.777777778
0,0.625
0.636363636,0.740740741
0,0.863636364
0,0.888888889
0.333333333,0.9375
0.675675676,0.818181818
0.083333333,0.346153846
0,0.529411765
0,0.428571429
0,0.846153846
0,0.846153846
0.181818182,0.8125
0.272727273,0.777777778
0.4,0.777777778
0.071428571,0.780487805
0,0.720930233
0.083333333,0.9
0,1
0.272727273,0.88
0,0.791666667
0.1,0.654545455
0.90625,0.818181818
0.181818182,0.444444444
0.866666667,0
0.076923077,0.611111111
0.416666667,0.6
0,0.5
0.1,0.714285714
0.111111111,0.588235294
0.125,0.894736842
0.363636364,0.714285714
0,0.615384615
0.1875,0.962962963
0.272727273,0.3
0,0.666666667
0.294117647,0.782608696
0.2,0.4
0.375,0.545454545
0,0.217391304
0,0.363636364
0.272727273,0.68
0.25,0.6875
0.111111111,0.931034483
0.25,0.4
0,0.789473684
0.588235294,0.78125
0,0.736842105
0,0.5
0.636363636,0.666666667
0.090909091,0.777777778
0,0.333333333
0.25,0.777777778
0,0.524390244
0,0.315789474
0.3,0.833333333
0,0.733333333
0.25,0.852941176
0,1
0,0.857142857
0,0.673469388
0.090909091,0.8
0,0.8
0,0.272727273
0,0.647058824
0.125,0.272727273
0.272727273,0.923076923
0.5625,0.84375
0.5,0.857142857
0,1
0.142857143,0.62962963
0.4375,0.909090909
0,0.75
0,0.684210526
0.083333333,0.80952381
0,0.763157895
0.555555556,0.5
0,0.578947368
0,0.828571429
0.875,0.263157895
0.333333333,0.705882353
0,0.62962963
0.363636364,0.380952381
0,0.857142857
0.181818182,0.666666667
0,0.571428571
0,0.8
0.5625,0.866666667
0.25,0.888888889
0.090909091,0.9
0.733333333,0.695652174
0,0.75
0,0.75
0.363636364,0.470588235
0,0.84
0.3125,0.625
0.307692308,0.846153846
0.090909091,0.846153846
0.545454545,0.666666667
0.071428571,0.608695652
0.3125,0.75
0,0.8
0,0.090909091
0.375,0.8125
0.076923077,0.75
0,0.612903226
0.6,0.411764706
1,0.666666667
0.4375,0.692307692
0.272727273,0.538461538
0,0.933333333
0,0.691176471
0,0.833333333
0.272727273,0.892857143
0.111111111,0.833333333
0.2,0.28
0.625,0.904761905
0,0.682926829
0.653846154,0.681818182
0,0.137931034
0,0.761904762
0,0.884615385
0.230769231,1
0.375,0.689655172
0,1
0,0.857142857
0.5,0.75
0.375,0.782608696
0.142857143,0.823529412
0.375,0.818181818
0,0.529411765
0,0.814814815
0.5,0.8
0.076923077,0.84
0,0.5
0.571428571,0.736842105
0,0.833333333
0.133333333,0.555555556
0.111111111,0.714285714
0.642857143,0.9
0.875,0.555555556
0.526315789,0.720930233
0,0.977272727
0.266666667,0.625
0,0.75
0,1
0.25,0.636363636
0.1875,0.653061224
0,0.45
0,0.727272727
0.884615385,0.782608696
0.090909091,0.846153846
0.352941176,0.3125
0,0.703703704
0,0.882352941
0,1
0.375,0.727272727
0.333333333,0.9
0.714285714,0.538461538
0,0.9375
0,0.785714286
0.555555556,0.228571429
0,0.772727273
0.4375,0.73015873
0,0.913043478
0,0.8
0.111111111,0.933333333
0.25,0.882352941
0.545454545,1
0.4375,0.785714286
0,0.9375
0,0.928571429
0.076923077,0.2
0.75,0.533333333
0.333333333,0.625
0,0.651162791
0,0.45
0,0.75
0.375,0.647058824
0.133333333,0.761904762
0.166666667,0.863636364
0.3125,0.909090909
0.166666667,0.653846154
0.5,0.590909091
0,0.896551724
0,0
0.625,0.733333333
0.388888889,0.9
0.25,0.642857143
0.285714286,0.764705882
0,0.583333333
0.384615385,0.533333333
0.272727273,0.473684211
0.571428571,0.625
0.181818182,0.742857143
0.133333333,0.709677419
0.266666667,0.735294118
0.272727273,0.833333333
0,0.774193548
0.3125,0.838709677
0.416666667,0.857142857
0.333333333,1
0,0.866666667
0.230769231,0.6
0.090909091,0.739130435
0.076923077,0.4
0.272727273,0.333333333
0.466666667,0.681818182
0,0.846153846
0.166666667,0.7
0.375,0.85
0.181818182,0.769230769
0,0.555555556
0,0.9
0.6,0.923076923
0,0.264705882
0.1,0.416666667
0.333333333,0.823529412
0.708333333,0.736842105
0,0.698795181
0.142857143,0.65625
0,0.9375
0.166666667,0.130434783
0,0.714285714
0,0.833333333
0,0.857142857
0.272727273,0.466666667
0.571428571,0.789473684
0,0.571428571
0,0.75
0,0.636363636
0.25,0.588235294
0,0.823529412
0.266666667,1
0,0.714285714
0,0.666666667
0,0.833333333
0,0.6
0.5,0.76
0.363636364,0.769230769
0.19047619,0.705882353
0.25,0.611111111
0,0.866666667
0.272727273,0.666666667
0.476190476,0.925925926
0,0.966666667
0,0.894736842
0.571428571,0.87755102
0.2,0.923076923
0.583333333,0.9
0.363636364,0.941176471
0.1875,0.631578947
0.230769231,0.892857143
0,0.703703704
0,0.8125
0.625,0.933333333
0.363636364,0.775510204
0,0.5
0.2,0.882352941
0.6,0.84375
0.1,0.2
0.3125,0.888888889
0,0.588235294
0.285714286,0.55
0.4375,0.705882353
0,0.860465116
0.333333333,0.826086957
0,0.637931034
0,0.692307692
0,0.666666667
0,0.923076923
0.714285714,0.90625
0,0.875
0.363636364,0.666666667
0,0.714285714
0,0.875
0.411764706,0.8
0,0.931034483
0.375,0.625
0.125,0.5625
0.375,0.583333333
0.6,0.833333333
0.3125,0.75
0,0.75
0,0.75
0,0.742857143
0,0.837209302
0.090909091,0.555555556
0.571428571,0.842105263
0.375,0.954545455
0,0.727272727
0.2,0.705882353
0,0.693548387
0.3,0.705882353
0,0.75
0,0.666666667
0,0.833333333
0,0.6875
0.636363636,0.288659794
0.1875,0.733333333
0,0.774193548
0.3125,0.846153846
0.2,0.678571429
0,0.695652174
0.230769231,0.818181818
0.545454545,0.6
0,0.807692308
0.9,0.846153846
0,1
0,0.8
0.444444444,0.774193548
0,1
0.818181818,0.444444444
0.466666667,0.71875
0.416666667,0.307692308
0,0.6
0.181818182,0.727272727
0,0.5
0.294117647,0.780487805
0.2,0.590909091
0.5625,0.583333333
0,0.6
0.454545455,0.64
0,0.681818182
0,0.909090909
0.1,0.846153846
0.166666667,0.857142857
0.166666667,0.791666667
0,0.733333333
0.285714286,0.611111111
0,0.8
0.411764706,0.666666667
0.461538462,0.676470588
0,0.52
0,0.636363636
0,0.777777778
0,0.923076923
0.3125,0.769230769
0.222222222,0.741935484
0.2,0.761904762
0,0.764705882
0.333333333,0.769230769
0.285714286,0.409090909
0.1,0.8
0.153846154,0.476190476
0.111111111,0.588235294
0.428571429,0.525423729
